Year;MarketCap;Ticker
2007;10389675;SNI.OL
2007;705035;SUO.OL
2007;492350;SFM.OL
2007;130417;TAD.OL
2007;182740;TST.OL
2007;182328;TECO.OL
2007;235621;TELIO.OL
2007;887540;TREF.OL
2007;529317;TROLL.OL
2007;2496613;TTS.OL
2007;7113337;VEI.OL
2007;1610672;VIZ.OL
2007;5452724;WAVE.OL
2007;7813571;WWI.OL
2007;2492301;WWIB.OL
2007;1321644;AAV.OL
2007;3463800;AKASA.OL
2007;1771000;AKFP.OL
2007;669970;AKVA.OL
2007;4479620;AFK.OL
2007;485495;ASD.OL
2007;193854;BHOC.OL
2007;790576;BJORGE.OL
2007;887585;BMA.OL
2007;570538;COD.OL
2007;321082;DOM.OL
2007;264958;DYNA.OL
2007;356310;EID.OL
2007;1450800;FAKTOR.OL
2007;445465;FOS.OL
2007;1927926;FOP.OL
2007;1763000;FRID.OL
2007;1883950;RISH.OL
2007;571070;GOD.OL
2007;635105;GYL.OL
2007;135128;HJE.OL
2007;1231795;HRG.OL
2007;212816;ITC.OL
2007;2078180;KOM.OL
2007;1627962;KVE.OL
2007;1061940;MAFA.OL
2007;1214400;MIS.OL
2007;396088;MEDI.OL
2007;80387;NAM.OL
2007;1285855;NEXUS.OL
2007;224194;NORD.OL
2007;430160;NORMAN.OL
2007;1135170;OPU.OL
2007;221187;OTR.OL
2007;124033;PBG.OL
2007;1156555;JACK.OL
2007;264586;POWEL.OL
2007;635657;PRO.OL
2007;1022270;PROT.OL
2007;2066357;REM.OL
2007;856071;SKI.OL
2007;262429;SOI.OL
2007;788891;SOLV.OL
2007;2101637;SRI.OL
2007;1295638;STA.OL
2007;5924999;TPO.OL
2007;1042429;TCO.OL
2007;1342294;TIDE.OL
2007;261996;VME.OL
2007;266000;VVL.OL
2007;1224264;WILS.OL
2007;5169497;DOCK.OL
2007;2440999;EOC.OL
2007;855767;HIT.OL
2007;3342431;NOR.OL
2007;6618315;PRON.OL
2007;2400478;SPDE.OL
2008;7603205;ACY.OL
2008;9915338;AKER.OL
2008;12330000;AKSO.OL
2008;35981648;DNB.OL
2008;4026613;DNO.OL
2008;12271738;FOE.OL
2008;15571700;FRO.OL
2008;1256596;GOGL.OL
2008;3652843;MHG.OL
2008;34693203;NHY.OL
2008;2564266;NSG.OL
2008;46764913;ORK.OL
2008;4977000;PGS.OL
2008;5978357;PRS.OL
2008;31883300;RECSI.OL
2008;5747750;SCH.OL
2008;21992240;SDRL.OL
2008;1451351;SEVAN.OL
2008;7535991;STB.OL
2008;363186905;EQNR.OL
2008;5983469;SUB.OL
2008;76760254;TEL.OL
2008;3690911;TGS.OL
2008;8571127;TAA.OL
2008;43371834;YAR.OL
2008;629209;ACTA.OL
2008;1269095;AFG.OL
2008;99074;AGI.OL
2008;464077;AKBM.OL
2008;172700;AKFP.OL
2008;127101;ALGETA.OL
2008;1408478;ABG.OL
2008;2027491;AUSS.OL
2008;121775;BELCO.OL
2008;254287;AZT.OL
2008;90751;BIRD.OL
2008;579639;BLO.OL
2008;96976;BLU.OL
2008;5914450;BONHR.OL
2008;280918;BOR.OL
2008;168960;BWG.OL
2008;1319728;BWGAS.OL
2008;1961718;BWO.OL
2008;566822;CECO.OL
2008;2442000;CEQ.OL
2008;109963;CLAVIS.OL
2008;78881;CNR.OL
2008;184631;COMROD.OL
2008;498420;COP.OL
2008;231762;CONTX.OL
2008;195578;CRU.OL
2008;132600;CRUR.OL
2008;368547;DAT.OL
2008;914953;DESSC.OL
2008;1889318;DETNOR.OL
2008;142275;DIAG.OL
2008;907534;DOCK.OL
2008;2814111;DOF.OL
2008;11562;DOLP.OL
2008;1485878;ECHEM.OL
2008;1224930;EDBASA.OL
2008;551745;EIOF.OL
2008;2467392;EKO.OL
2008;460888;ELT.OL
2008;1585749;ATEA.OL
2008;320492;EMGS.OL
2008;203627;EMS.OL
2008;230930;FAIR.OL
2008;2652000;FAR.OL
2008;139840;FUNCOM.OL
2008;346269;GGS.OL
2008;3025528;GOL.OL
2008;5042920;GRO.OL
2008;326572;HEX.OL
2008;577643;HIT.OL
2008;5383699;HNB.OL
2008;450592;HRG.OL
2008;210000;IGE.OL
2008;85596;IGNIS.OL
2008;878985;IMAREX.OL
2008;978429;IMSK.OL
2008;131542;INM.OL
2008;393210;IOX.OL
2008;119167;ITX.OL
2008;600084;JIN.OL
2008;425486;KIT.OL
2008;174640;KOA.OL
2008;9840000;KOG.OL
2008;925855;KVE.OL
2008;2410982;LSG.OL
2008;69241;LUX.OL
2008;499348;MAMUT.OL
2008;195911;MEC.OL
2008;1194076;NAS.OL
2008;329046;NAUR.OL
2008;36555;NAVA.OL
2008;125400;NEAS.OL
2008;1250202;NEC.OL
2008;456238;NOF.OL
2008;1949749;NOR.OL
2008;92046;NORD.OL
2008;1225943;NPRO.OL
2008;122882;NUT.OL
2008;2857526;ODF.OL
2008;948542;ODFB.OL
2008;1361421;ODIM.OL
2008;2140389;OTEC.OL
2008;1356250;OHL.OL
2008;1484243;PAR.OL
2008;546802;PDR.OL
2008;486053;PHO.OL
2008;2807219;PROD.OL
2008;6949231;PRON.OL
2008;249615;PSI.OL
2008;2298433;QEC.OL
2008;19548424;RCL.OL
2008;5017330;REVUS.OL
2008;370314;RGT.OL
2008;2824939;RIE.OL
2008;854673;ROX.OL
2008;233302;RXT.OL
2008;6053600;SASNO.OL
2008;295785;SBX.OL
2008;1372137;SCI.OL
2008;937575;SCORE.OL
2008;256925;SFM.OL
2008;153537;SIMTRO.OL
2008;2081913;SIOFF.OL
2008;4521433;SNI.OL
2008;2210958;SOFF.OL
2008;1390060;SONG.OL
2008;576346;STP.OL
2008;2942424;STXEUR.OL
2008;92980;TAD.OL
2008;30831;TECO.OL
2008;3658474;TOM.OL
2008;21775;TST.OL
2008;427487;TTS.OL
2008;3031893;VEI.OL
2008;1298813;VIZ.OL
2008;1940749;WAVE.OL
2008;3501364;WWI.OL
2008;4031658;AFK.OL
2008;1068162;AGR.OL
2008;1746122;AIK.OL
2008;313767;AKS.OL
2008;344457;AKVA.OL
2008;910800;AMSC.OL
2008;54675;APP.OL
2008;1399694;ASD.OL
2008;260606;BERGEN.OL
2008;333799;BJORGE.OL
2008;287049;BMA.OL
2008;71381;COD.OL
2008;134658;DOM.OL
2008;136530;EID.OL
2008;560320;EOC.OL
2008;137826;FAKTOR.OL
2008;75879;FARA.OL
2008;455499;FOP.OL
2008;277663;FOS.OL
2008;253221;GGG.OL
2008;94699;GIPS.OL
2008;277839;GOD.OL
2008;250970;GRR.OL
2008;252490;GSF.OL
2008;811523;GYL.OL
2008;550620;HAVI.OL
2008;77891;HJE.OL
2008;7906801;HNA.OL
2008;166452;ITC.OL
2008;167267;ITERA.OL
2008;190377;JACK.OL
2008;469267;KOM.OL
2008;465057;MAFA.OL
2008;311212;MEDI.OL
2008;230920;MIS.OL
2008;66989;NAM.OL
2008;361944;NEXUS.OL
2008;9001;NIO.OL
2008;243831;NLPR.OL
2008;632414;NOD.OL
2008;232227;NORMAN.OL
2008;465160;NPEL.OL
2008;3872837;OILRIG.OL
2008;5070147;OLT.OL
2008;362424;OPU.OL
2008;69860;OTR.OL
2008;364286;POWEL.OL
2008;404070;PROT.OL
2008;442605;QFR.OL
2008;2216663;REM.OL
2008;31660;REPANT.OL
2008;1051507;RISH.OL
2008;2678000;SALM.OL
2008;224784;SIT.OL
2008;475595;SKI.OL
2008;121702;SOI.OL
2008;468404;SOLV.OL
2008;216043;SPDE.OL
2008;1278496;SRI.OL
2008;548999;STA.OL
2008;635922;TCO.OL
2008;319980;TELIO.OL
2008;839215;TIDE.OL
2008;199500;VVL.OL
2008;806326;WILS.OL
2008;1150293;WWIB.OL
2009;17867532;ACY.OL
2009;20673300;AKSO.OL
2009;102207129;DNB.OL
2009;4587625;DNO.OL
2009;14806119;FOE.OL
2009;4160165;SONG.OL
2009;12613077;FRO.OL
2009;4830385;GOGL.OL
2009;15125395;MHG.OL
2009;60405768;NHY.OL
2009;58494726;ORK.OL
2009;13167000;PGS.OL
2009;8473171;PRS.OL
2009;29748372;RECSI.OL
2009;14051270;SCH.OL
2009;59071716;SDRL.OL
2009;5344871;SEVAN.OL
2009;17798435;STB.OL
2009;461716101;EQNR.OL
2009;14197812;SUB.OL
2009;134371891;TEL.OL
2009;10905726;TGS.OL
2009;31319974;RCL.OL
2009;6119156;NPRO.OL
2009;76888422;YAR.OL
2009;1041969;ACTA.OL
2009;2241771;AFG.OL
2009;79419;AGI.OL
2009;11688519;AKER.OL
2009;667011;AKS.OL
2009;2687489;ALGETA.OL
2009;197061;APP.OL
2009;2995235;ABG.OL
2009;4776351;ATEA.OL
2009;7318097;AUSS.OL
2009;217455;BELCO.OL
2009;293603;BERGEN.OL
2009;120553;AZT.OL
2009;552533;BLO.OL
2009;6689447;BONHR.OL
2009;362802;BOR.OL
2009;1670692;BWG.OL
2009;3877815;BWO.OL
2009;5180000;CEQ.OL
2009;1342441;CLAVIS.OL
2009;873557;CRUR.OL
2009;254115;COMROD.OL
2009;2726100;COP.OL
2009;172571;CONTX.OL
2009;62015;CRU.OL
2009;1012426;DESSC.OL
2009;3755556;DETNOR.OL
2009;193150;DIAG.OL
2009;3715880;DOCK.OL
2009;3504962;DOF.OL
2009;1387687;ECHEM.OL
2009;2166481;EDBASA.OL
2009;892440;EIOF.OL
2009;4419210;EKO.OL
2009;1060043;ELT.OL
2009;642940;EMGS.OL
2009;296391;EMS.OL
2009;372208;FAIR.OL
2009;324908;FAKTOR.OL
2009;5011500;FAR.OL
2009;197886;FUNCOM.OL
2009;4933111;GOL.OL
2009;5179652;GRO.OL
2009;380022;GRR.OL
2009;1138952;GSF.OL
2009;522088;GTB.OL
2009;1292960;HEX.OL
2009;8051086;HNA.OL
2009;5483397;HNB.OL
2009;1617998;HRG.OL
2009;400271;IGE.OL
2009;178619;IGNIS.OL
2009;860122;IMAREX.OL
2009;1087144;IMSK.OL
2009;290435;INM.OL
2009;400246;ITERA.OL
2009;272250;ITX.OL
2009;89666;JACK.OL
2009;2151561;JIN.OL
2009;650336;KIT.OL
2009;2261631;KOA.OL
2009;10590000;KOG.OL
2009;607978;KVE.OL
2009;5625624;LSG.OL
2009;593826;MAMUT.OL
2009;3934134;NAS.OL
2009;1030675;NAUR.OL
2009;1705432;NEC.OL
2009;1780171;NOD.OL
2009;1454450;NOF.OL
2009;4339564;NOR.OL
2009;101166;NORD.OL
2009;681226;NPEL.OL
2009;1813981;NSG.OL
2009;134997;NUT.OL
2009;3415893;ODF.OL
2009;1053935;ODFB.OL
2009;1403818;ODIM.OL
2009;2403453;OTEC.OL
2009;158328;OPU.OL
2009;346393;ORO.OL
2009;3338304;PAR.OL
2009;384787;PDR.OL
2009;996408;PHO.OL
2009;3177262;PROD.OL
2009;5294652;PRON.OL
2009;255162;PSI.OL
2009;3197213;QEC.OL
2009;1303174;QFR.OL
2009;95224;REPANT.OL
2009;589438;RGT.OL
2009;3180605;RIE.OL
2009;709644;RXT.OL
2009;8093400;SASNO.OL
2009;891969;SBX.OL
2009;1310223;SCI.OL
2009;2188037;SCORE.OL
2009;196582;SIMTRO.OL
2009;3201991;SIOFF.OL
2009;375117;SIT.OL
2009;5146737;SNI.OL
2009;1203523;SPDE.OL
2009;38295;TECO.OL
2009;4155556;TOM.OL
2009;387077;TTS.OL
2009;18476938;TAA.OL
2009;141517;UNISON.OL
2009;6658506;VEI.OL
2009;1599163;VIZ.OL
2009;4496489;WWI.OL
2009;3830075;AFK.OL
2009;128615;EID.OL
2009;349945;GOD.OL
2009;693911;GYL.OL
2009;631668;TIDE.OL
2009;43064;NAM.OL
2009;8196290;OLT.OL
2009;699804;SKI.OL
2009;431425;SOLV.OL
2009;228000;VVL.OL
2009;1597629;WWIB.OL
2009;283272;BMA.OL
2009;116837;HJE.OL
2009;4081769;SOFF.OL
2009;2302994;AIK.OL
2009;409789;DAT.OL
2009;946177;AKBM.OL
2009;1829988;ASD.OL
2009;665499;TCO.OL
2009;737419;KOM.OL
2009;1115959;SRI.OL
2009;143122;DOM.OL
2009;152064;BIRD.OL
2009;424380;MEDI.OL
2009;519437;CECO.OL
2009;483130;BJORGE.OL
2009;107574;NIO.OL
2009;1117226;RISH.OL
2009;738780;WILS.OL
2009;949620;HAVI.OL
2009;179400;AMSC.OL
2009;278008;POWEL.OL
2009;373167;GGG.OL
2009;149917;FARA.OL
2009;10760;DOLP.OL
2009;56453;NAVA.OL
2009;746619;TELIO.OL
2009;163838;IOX.OL
2009;852332;AGR.OL
2009;105600;AKFP.OL
2009;622517;MAFA.OL
2009;46945;COD.OL
2009;344457;AKVA.OL
2009;189445;NEAS.OL
2009;818478;PROT.OL
2009;752103;FOP.OL
2009;312348;MIS.OL
2009;4738000;SALM.OL
2009;708513;NLPR.OL
2009;832159;EOC.OL
2009;1178433;REM.OL
2009;1085675;INFRA.OL
2009;133029;GIPS.OL
2009;1124641;POL.OL
2010;50306504;ACY.OL
2010;27194500;AKSO.OL
2010;133398627;DNB.OL
2010;17193772;FOE.OL
2010;4756257;FRO.OL
2010;29250000;GJF.OL
2010;3710760;GOGL.OL
2010;22057123;MHG.OL
2010;69077790;NHY.OL
2010;58340386;ORK.OL
2010;19787130;PGS.OL
2010;10669067;PRS.OL
2010;1878417;QEC.OL
2010;17739336;RECSI.OL
2010;21474951;RCL.OL
2010;18576622;SCH.OL
2010;71051489;SDRL.OL
2010;3422085;SEVAN.OL
2010;441946488;EQNR.OL
2010;15990000;SFR.OL
2010;19638567;STB.OL
2010;22441703;SUB.OL
2010;157167863;TEL.OL
2010;13608386;TGS.OL
2010;97480772;YAR.OL
2010;597471;ACTA.OL
2010;2844718;AFG.OL
2010;2062312;AIK.OL
2010;1461739;AKBM.OL
2010;10132462;AKER.OL
2010;769432;AKS.OL
2010;5374226;ALGETA.OL
2010;268720;APP.OL
2010;3344747;ABG.OL
2010;5609185;ATEA.OL
2010;10054782;AUSS.OL
2010;4385537;AVM.OL
2010;2418474;BAKKA.OL
2010;180177;BELCO.OL
2010;532261;BERGEN.OL
2010;315921;BIONOR.OL
2010;216502;AZT.OL
2010;81717;BIRD.OL
2010;76312;BLO.OL
2010;7260497;BONHR.OL
2010;409508;BOR.OL
2010;2083451;BWG.OL
2010;11214498;BWO.OL
2010;8325000;CEQ.OL
2010;1220538;CLAVIS.OL
2010;91225;COD.OL
2010;254115;COMROD.OL
2010;3261375;COP.OL
2010;141725;CONTX.OL
2010;536359;CRU.OL
2010;1522366;DESSC.OL
2010;3000000;DETNOR.OL
2010;262129;DIAG.OL
2010;8615202;DNO.OL
2010;3969825;DOCK.OL
2010;4506380;DOF.OL
2010;130041;DOM.OL
2010;1380145;ECHEM.OL
2010;4250690;EDBASA.OL
2010;1145700;EIOF.OL
2010;5892280;EKO.OL
2010;1083087;ELT.OL
2010;1845891;EMGS.OL
2010;319006;EMS.OL
2010;891526;FAIR.OL
2010;370950;FAKTOR.OL
2010;71645;FARA.OL
2010;1801135;FBU.OL
2010;254184;FUNCOM.OL
2010;653831;GOD.OL
2010;6031235;GOL.OL
2010;5518191;GRO.OL
2010;175781;GRR.OL
2010;2088079;GSF.OL
2010;114081;GTB.OL
2010;870415;HEX.OL
2010;8079943;HNA.OL
2010;5523276;HNB.OL
2010;2050865;HRG.OL
2010;343068;IGE.OL
2010;398381;IGNIS.OL
2010;860122;IMAREX.OL
2010;1328355;INFRA.OL
2010;298900;INM.OL
2010;685428;IOX.OL
2010;484000;ITX.OL
2010;1638884;JIN.OL
2010;390893;KIT.OL
2010;1972825;KOA.OL
2010;15960000;KOG.OL
2010;10833608;LSG.OL
2010;570234;MAMUT.OL
2010;3612196;MORPOL.OL
2010;4062367;NAS.OL
2010;1860670;NAUR.OL
2010;853047;NEC.OL
2010;4184668;NOD.OL
2010;2340871;NOF.OL
2010;4471900;NOR.OL
2010;126916;NORD.OL
2010;687490;NPEL.OL
2010;5160477;NPRO.OL
2010;2630747;NSG.OL
2010;3547273;ODF.OL
2010;1138250;ODFB.OL
2010;3467669;OTEC.OL
2010;88965;OPU.OL
2010;440728;ORO.OL
2010;4194591;PAR.OL
2010;104297;PDR.OL
2010;1377155;PEN.OL
2010;1011873;PHO.OL
2010;2827826;PRON.OL
2010;1042273;QFR.OL
2010;60230;REPANT.OL
2010;842985;RGT.OL
2010;3630545;RIE.OL
2010;279429;RXT.OL
2010;6334500;SALM.OL
2010;1010104;SASNO.OL
2010;507198;SBX.OL
2010;1183918;SCI.OL
2010;8452502;SEAW.OL
2010;4293905;SIOFF.OL
2010;9139066;SNI.OL
2010;5266174;SONG.OL
2010;293268;KMCP.OL
2010;38620;TECO.OL
2010;5743179;TOM.OL
2010;567197;TTS.OL
2010;7019509;VEI.OL
2010;1568125;VIZ.OL
2010;277740;WRL.OL
2010;9350000;WWASA.OL
2010;5992217;WWI.OL
2010;3740483;AFK.OL
2010;1888475;AGR.OL
2010;90200;AKFP.OL
2010;277288;AKVA.OL
2010;138000;AMSC.OL
2010;308376;ASD.OL
2010;292714;BMA.OL
2010;604750;BOUV.OL
2010;455011;CECO.OL
2010;533547;DAT.OL
2010;559925;DOLP.OL
2010;932018;EOC.OL
2010;6825000;FAR.OL
2010;1353314;FLOAT.OL
2010;1091079;FOP.OL
2010;361173;GGG.OL
2010;705672;GYL.OL
2010;973560;HAVI.OL
2010;999916;IMSK.OL
2010;250901;ITERA.OL
2010;1089369;KOM.OL
2010;1003010;KVE.OL
2010;471533;MEDI.OL
2010;669078;MIS.OL
2010;39236;NAM.OL
2010;49820;NAVA.OL
2010;134844;NEAS.OL
2010;130278;NIO.OL
2010;850215;NLPR.OL
2010;346555;NOCC.OL
2010;9686524;OLT.OL
2010;1026846;POL.OL
2010;1016636;PROT.OL
2010;165301;PSI.OL
2010;1292478;RISH.OL
2010;103501;SIMTRO.OL
2010;669230;SKI.OL
2010;4384123;SOFF.OL
2010;468404;SOLV.OL
2010;820036;SRI.OL
2010;628323;TELIO.OL
2010;764769;TIDE.OL
2010;218595;VVL.OL
2010;738780;WILS.OL
2010;2017344;WWIB.OL
2011;17248300;AKSO.OL
2011;6190980;ALGETA.OL
2011;6493500;CEQ.OL
2011;95366173;DNB.OL
2011;7104930;DNO.OL
2011;13405540;FOE.OL
2011;855080;FRO.OL
2011;34650000;GJF.OL
2011;21090211;GOL.OL
2011;9260829;MHG.OL
2011;57394012;NHY.OL
2011;45941768;ORK.OL
2011;14255010;PGS.OL
2011;9425109;PRS.OL
2011;12595727;RCL.OL
2011;3310545;RECSI.OL
2011;16081738;SCH.OL
2011;68544186;SDRL.OL
2011;13377000;SFR.OL
2011;13992198;STB.OL
2011;489457330;EQNR.OL
2011;39049104;SUBC.OL
2011;157763793;TEL.OL
2011;13703730;TGS.OL
2011;69037478;YAR.OL
2011;311612;ACTA.OL
2011;3555838;AFG.OL
2011;1283636;AIK.OL
2011;1222893;AKBM.OL
2011;11218083;AKER.OL
2011;5899002;ARCH.OL
2011;1541214;ABG.OL
2011;5991081;ATEA.OL
2011;4257065;AUSS.OL
2011;3711569;AVM.OL
2011;1788205;BAKKA.OL
2011;119290;BELCO.OL
2011;267179;BIONOR.OL
2011;148475;AZT.OL
2011;40744;BLO.OL
2011;4751954;BONHR.OL
2011;295001;BOR.OL
2011;943450;BWG.OL
2011;6501657;BWO.OL
2011;1464212;CLAVIS.OL
2011;117089;COMROD.OL
2011;1959750;COP.OL
2011;87425;CONTX.OL
2011;955019;DESSC.OL
2011;11256589;DETNOR.OL
2011;178356;DIAG.OL
2011;2433730;DOCK.OL
2011;2387604;DOF.OL
2011;812559;DOLP.OL
2011;180484;ECHEM.OL
2011;2606555;EDBASA.OL
2011;892440;EIOF.OL
2011;3609022;EKO.OL
2011;1069919;ELT.OL
2011;2625973;EMGS.OL
2011;115253;EMS.OL
2011;689119;FAIR.OL
2011;1294825;FBU.OL
2011;840955;FUNCOM.OL
2011;510704;GOD.OL
2011;1722853;GOGL.OL
2011;3605444;GRO.OL
2011;483496;GSF.OL
2011;327905;HEX.OL
2011;2444477;HLNG.OL
2011;6694810;HNA.OL
2011;4625993;HNB.OL
2011;1273385;HRG.OL
2011;86201;IGE.OL
2011;259546;IMAREX.OL
2011;791261;IMSK.OL
2011;1315582;INFRA.OL
2011;611392;IOX.OL
2011;435417;ITX.OL
2011;752206;JIN.OL
2011;8456;JSHIP.OL
2011;589814;KOA.OL
2011;13920000;KOG.OL
2011;2622750;KVAER.OL
2011;4584499;LSG.OL
2011;1394476;MORPOL.OL
2011;1927022;NAS.OL
2011;1527468;NAUR.OL
2011;82908;NAVA.OL
2011;193220;NEC.OL
2011;239548;NOCC.OL
2011;2412933;NOD.OL
2011;2013213;NOF.OL
2011;1136308;NOR.OL
2011;55976;NORD.OL
2011;451518;NPEL.OL
2011;3669673;NPRO.OL
2011;858554;NSG.OL
2011;2364849;ODF.OL
2011;748294;ODFB.OL
2011;3479626;OTEC.OL
2011;416878;ORO.OL
2011;66347;OTS.OL
2011;76856;PDR.OL
2011;996820;PEN.OL
2011;742348;PHO.OL
2011;2358527;PRON.OL
2011;139785;PSI.OL
2011;585011;QEC.OL
2011;1106415;QFR.OL
2011;51798;REPANT.OL
2011;100984;RGT.OL
2011;3025454;RIE.OL
2011;84541;RXT.OL
2011;3038500;SALM.OL
2011;358001;SASNO.OL
2011;40226;SBX.OL
2011;332385;SCI.OL
2011;262975;SEVAN.OL
2011;172507;SEVANN.OL
2011;3284739;SIOFF.OL
2011;7696056;SNI.OL
2011;3069140;SONG.OL
2011;271213;KMCP.OL
2011;7789;TECO.OL
2011;5935605;TOM.OL
2011;716792;TTS.OL
2011;5174381;VEI.OL
2011;1275382;VIZ.OL
2011;285668;WRL.OL
2011;6292000;WWASA.OL
2011;4727963;WWI.OL
2011;1578275;WWIB.OL
2011;3718085;AFK.OL
2011;1737397;AGR.OL
2011;63800;AKFP.OL
2011;507876;AKS.OL
2011;213133;AKVA.OL
2011;26772;AMSC.OL
2011;283377;APP.OL
2011;299473;BERGEN.OL
2011;59233;BIRD.OL
2011;277606;BMA.OL
2011;717500;BOUV.OL
2011;106979;COD.OL
2011;263152;DAT.OL
2011;62327;DOM.OL
2011;610250;EOC.OL
2011;5889000;FAR.OL
2011;82060;FARA.OL
2011;820958;FOP.OL
2011;30762;GRR.OL
2011;493970;GYL.OL
2011;738649;HAVI.OL
2011;828547;INM.OL
2011;199057;ITERA.OL
2011;268091;KIT.OL
2011;1643393;KVE.OL
2011;377227;MEDI.OL
2011;36270;NAM.OL
2011;119156;NEAS.OL
2011;127818;NIO.OL
2011;733311;NLPR.OL
2011;296291;NRS.OL
2011;8387891;OLT.OL
2011;1227325;POL.OL
2011;930481;PROT.OL
2011;1226758;RISH.OL
2011;41606;SINO.OL
2011;609781;SKI.OL
2011;3269083;SOFF.OL
2011;451147;SOLV.OL
2011;672912;SRI.OL
2011;355382;SSC.OL
2011;504210;TELIO.OL
2011;464727;TIDE.OL
2011;204250;VVL.OL
2011;633240;WILS.OL
2012;30934600;AKSO.OL
2012;6583218;ALGETA.OL
2012;11608357;DETNOR.OL
2012;114667440;DNB.OL
2012;9531846;DNO.OL
2012;2597374;EMGS.OL
2012;16126665;FOE.OL
2012;39700000;GJF.OL
2012;19191509;MHG.OL
2012;5059832;NAS.OL
2012;57683672;NHY.OL
2012;49418152;ORK.OL
2012;20767230;PGS.OL
2012;10880609;PRS.OL
2012;14594259;RCL.OL
2012;2261786;RECSI.OL
2012;25434851;SCH.OL
2012;60983487;SDRL.OL
2012;1502567;SONG.OL
2012;12066583;STB.OL
2012;443221947;EQNR.OL
2012;46471952;SUBC.OL
2012;175026144;TEL.OL
2012;18772813;TGS.OL
2012;77815949;YAR.OL
2012;4577856;AFG.OL
2012;355392;AGA.OL
2012;1630159;AKBM.OL
2012;15343442;AKER.OL
2012;52440;AMSC.OL
2012;1686632;ARCH.OL
2012;1844149;ABG.OL
2012;6075061;ATEA.OL
2012;5777445;AUSS.OL
2012;175624;AVM.OL
2012;2955913;BAKKA.OL
2012;111088;BELCO.OL
2012;512198;BIONOR.OL
2012;67395;BLO.OL
2012;5547346;BONHR.OL
2012;279475;BOR.OL
2012;2080000;BRG.OL
2012;612091;BRIDGE.OL
2012;1640263;BWG.OL
2012;3543231;BWO.OL
2012;7746875;CEQ.OL
2012;263293;CLAVIS.OL
2012;2398500;COP.OL
2012;91680;CONTX.OL
2012;1260524;DESSC.OL
2012;26213;DIAG.OL
2012;5292123;DOCK.OL
2012;2998386;DOF.OL
2012;2106917;DOLP.OL
2012;90242;ECHEM.OL
2012;994950;EIOF.OL
2012;3406475;EKO.OL
2012;1303655;ELT.OL
2012;96613;EMS.OL
2012;2352583;TIETO.OL
2012;5070000;FAR.OL
2012;652298;FRO.OL
2012;129669;FUNCOM.OL
2012;378962;GOD.OL
2012;1786790;GOGL.OL
2012;4248669;GRO.OL
2012;1379026;GSF.OL
2012;595828;HEX.OL
2012;3256665;HLNG.OL
2012;1260777;HRG.OL
2012;81787;IGE.OL
2012;514862;IMSK.OL
2012;1187856;INFRA.OL
2012;272261;IOX.OL
2012;439131;ITX.OL
2012;600924;JIN.OL
2012;602017;KOA.OL
2012;14940000;KOG.OL
2012;4357800;KVAER.OL
2012;7067769;LSG.OL
2012;982055;MORPOL.OL
2012;2649555;NAUR.OL
2012;34774;NEC.OL
2012;2369889;NOD.OL
2012;1607602;NOF.OL
2012;1348097;NOR.OL
2012;267225;NPEL.OL
2012;4661798;NPRO.OL
2012;752185;NSG.OL
2012;1576566;ODF.OL
2012;478487;ODFB.OL
2012;3778563;OTEC.OL
2012;121200;PDR.OL
2012;633274;PEN.OL
2012;812945;PHO.OL
2012;3367783;PLCS.OL
2012;3715281;PRON.OL
2012;656729;QEC.OL
2012;1298273;QFR.OL
2012;153398;REACH.OL
2012;100984;RGT.OL
2012;5042423;RIE.OL
2012;38266;RXT.OL
2012;5064510;SALM.OL
2012;356964;SASNO.OL
2012;1678406;SBO.OL
2012;273286;SBX.OL
2012;354082;SCI.OL
2012;1062661;SEVAN.OL
2012;1319570;SEVDR.OL
2012;3029030;SIOFF.OL
2012;7375387;SNI.OL
2012;9513940;SRBANK.OL
2012;294141;KMCP.OL
2012;7438009;TOM.OL
2012;814093;TTS.OL
2012;5883017;VEI.OL
2012;1323572;VIZ.OL
2012;728918;VPOS.OL
2012;280513;WRL.OL
2012;10934000;WWASA.OL
2012;5455342;WWI.OL
2012;1863077;WWIB.OL
2012;3695687;AFK.OL
2012;1196034;AGR.OL
2012;497719;AKS.OL
2012;322929;AKVA.OL
2012;317578;APP.OL
2012;348577;BERGEN.OL
2012;170460;AZT.OL
2012;78187;BIRD.OL
2012;220983;BMA.OL
2012;666250;BOUV.OL
2012;24829;COD.OL
2012;79485;COMROD.OL
2012;275706;DAT.OL
2012;66175;DOM.OL
2012;332864;EOC.OL
2012;110465;FARA.OL
2012;910998;FOP.OL
2012;488090;GYL.OL
2012;739712;HAVI.OL
2012;5263506;HNA.OL
2012;3613060;HNB.OL
2012;67301;IMAREX.OL
2012;155333;ITERA.OL
2012;3624;JSHIP.OL
2012;352842;KIT.OL
2012;371568;MEDI.OL
2012;55505;NAM.OL
2012;93935;NAVA.OL
2012;397803;NIO.OL
2012;1000389;NLPR.OL
2012;411774;NOCC.OL
2012;11755;NORD.OL
2012;666655;NRS.OL
2012;9473633;OLT.OL
2012;56546;OTS.OL
2012;1197987;POL.OL
2012;1154485;PROT.OL
2012;186823;PSI.OL
2012;49991;REPANT.OL
2012;1533448;RISH.OL
2012;49659;SINO.OL
2012;609781;SKI.OL
2012;3868738;SOFF.OL
2012;468404;SOLV.OL
2012;1306697;SPU.OL
2012;397093;SSC.OL
2012;694618;SSI.OL
2012;492575;TELIO.OL
